log_id,employee_id,base,crew_type,month,total_duty_hrs,monthly_hour_cap,utilization_pct,n_pairings_flown,rest_violations,max_consecutive_days,redye_pairing_pct,fatigue_risk_score,called_out
91966,10381,LAX,Flight Attendant,2024-04,66.8,90,74.2,18,0,5,18.5,39.9,False
91967,10381,LAX,Flight Attendant,2024-05,94.5,90,105.0,14,0,7,5.5,52.5,False
91968,10381,LAX,Flight Attendant,2024-06,94.5,90,105.0,23,1,7,14.4,72.6,True
91969,10382,LAX,Flight Attendant,2024-01,53.2,90,59.1,15,0,6,23.2,40.2,False
91970,10382,LAX,Flight Attendant,2024-02,94.5,90,105.0,22,2,6,15.0,73.9,False
91971,10382,LAX,Flight Attendant,2024-03,94.5,90,105.0,21,0,7,12.9,49.7,False
91972,10382,LAX,Flight Attendant,2024-04,94.5,90,105.0,18,1,6,4.1,61.2,False
91973,10382,LAX,Flight Attendant,2024-05,94.5,90,105.0,23,2,4,6.3,78.9,False
91974,10382,LAX,Flight Attendant,2024-06,94.5,90,105.0,19,1,4,7.8,60.4,False
91975,10383,LAX,First Officer,2024-01,72.8,100,72.8,13,0,5,11.2,41.3,False
91976,10383,LAX,First Officer,2024-02,41.5,100,41.5,10,0,6,17.4,27.2,False
91977,10383,LAX,First Officer,2024-03,104.8,100,104.8,16,1,6,4.4,68.1,False
91978,10383,LAX,First Officer,2024-04,69.1,100,69.1,14,0,3,8.5,38.7,False
91979,10383,LAX,First Officer,2024-05,43.4,100,43.4,9,0,3,15.7,21.9,False
91980,10383,LAX,First Officer,2024-06,102.3,100,102.3,16,2,4,8.9,79.0,False
91981,10384,LAX,Flight Attendant,2024-01,94.5,90,105.0,18,1,4,22.8,67.3,False
91982,10384,LAX,Flight Attendant,2024-02,83.1,90,92.3,12,2,7,4.0,71.1,True
91983,10384,LAX,Flight Attendant,2024-03,68.4,90,76.0,14,0,7,17.2,43.6,False
91984,10384,LAX,Flight Attendant,2024-04,94.5,90,105.0,23,1,7,1.6,65.0,True
91985,10384,LAX,Flight Attendant,2024-05,94.5,90,105.0,21,0,5,17.5,54.4,False
91986,10384,LAX,Flight Attendant,2024-06,58.9,90,65.4,12,0,6,4.6,33.3,False
91987,10386,LAX,Flight Attendant,2024-01,94.5,90,105.0,23,2,7,22.6,83.3,False
91988,10386,LAX,Flight Attendant,2024-02,94.5,90,105.0,21,0,5,17.5,61.1,False
91989,10386,LAX,Flight Attendant,2024-03,74.5,90,82.8,17,0,7,13.0,44.0,False
91990,10386,LAX,Flight Attendant,2024-04,94.5,90,105.0,20,2,4,21.0,83.7,False
91991,10386,LAX,Flight Attendant,2024-05,94.5,90,105.0,18,2,7,20.8,84.3,False
91992,10386,LAX,Flight Attendant,2024-06,94.5,90,105.0,21,2,6,12.0,80.4,False
91993,10388,LAX,Senior FA,2024-01,94.5,90,105.0,17,0,6,16.6,58.1,False
91994,10388,LAX,Senior FA,2024-02,80.2,90,89.1,14,1,5,18.2,59.3,False
91995,10388,LAX,Senior FA,2024-03,94.4,90,104.9,20,1,6,22.7,69.5,False
91996,10388,LAX,Senior FA,2024-04,75.0,90,83.3,15,0,4,8.1,41.8,False
91997,10388,LAX,Senior FA,2024-05,43.3,90,48.1,12,0,5,1.9,28.5,False
91998,10388,LAX,Senior FA,2024-06,94.5,90,105.0,15,2,5,4.0,80.2,False
91999,10389,LAX,First Officer,2024-01,58.8,100,58.8,11,0,3,3.2,31.3,False
92000,10389,LAX,First Officer,2024-02,82.5,100,82.5,17,0,5,0.9,38.9,False
92001,10389,LAX,First Officer,2024-03,78.6,100,78.6,19,0,3,16.0,39.3,False
92002,10389,LAX,First Officer,2024-04,68.4,100,68.4,12,0,6,18.6,42.6,False
92003,10389,LAX,First Officer,2024-05,78.1,100,78.1,18,0,6,14.9,43.3,False
92004,10389,LAX,First Officer,2024-06,81.8,100,81.8,13,0,6,3.4,40.1,False
92005,10390,LAX,Captain,2024-01,50.9,100,50.9,9,0,5,11.9,23.9,False
92006,10390,LAX,Captain,2024-02,74.3,100,74.3,15,0,4,4.4,34.1,False
92007,10390,LAX,Captain,2024-03,28.2,100,28.2,8,0,3,7.8,13.9,True
92008,10390,LAX,Captain,2024-04,64.9,100,64.9,16,0,6,22.0,39.8,False
92009,10390,LAX,Captain,2024-05,105.0,100,105.0,18,1,6,11.0,68.3,False
92010,10390,LAX,Captain,2024-06,53.2,100,53.2,8,0,5,10.5,27.5,False
92011,10391,LAX,Captain,2024-01,38.6,100,38.6,9,0,3,16.6,26.8,False
92012,10391,LAX,Captain,2024-02,53.8,100,53.8,11,0,6,4.2,31.5,True
92013,10391,LAX,Captain,2024-03,31.7,100,31.7,9,0,5,5.1,19.4,False
92014,10391,LAX,Captain,2024-04,72.5,100,72.5,11,0,4,6.8,34.0,False
92015,10391,LAX,Captain,2024-05,105.0,100,105.0,19,1,6,12.5,65.9,False
92016,10391,LAX,Captain,2024-06,51.4,100,51.4,13,0,4,24.5,31.7,False
92017,10393,LAX,Flight Attendant,2024-01,73.9,90,82.1,11,0,4,20.6,43.6,True
92018,10393,LAX,Flight Attendant,2024-02,69.1,90,76.8,15,0,4,2.5,41.6,False
92019,10393,LAX,Flight Attendant,2024-03,94.5,90,105.0,23,1,5,14.8,71.2,False
92020,10393,LAX,Flight Attendant,2024-04,73.9,90,82.1,18,0,4,7.5,38.6,False
92021,10393,LAX,Flight Attendant,2024-05,94.5,90,105.0,16,0,4,13.1,51.8,True
92022,10393,LAX,Flight Attendant,2024-06,67.8,90,75.3,10,0,4,12.2,41.5,False
92023,10394,LAX,First Officer,2024-01,31.5,100,31.5,8,0,6,20.9,16.2,False
92024,10394,LAX,First Officer,2024-02,93.2,100,93.2,14,1,6,17.6,56.6,False
92025,10394,LAX,First Officer,2024-03,68.4,100,68.4,19,0,5,19.8,41.1,False
92026,10394,LAX,First Officer,2024-04,79.5,100,79.5,15,0,3,8.0,42.2,False
92027,10394,LAX,First Officer,2024-05,69.9,100,69.9,17,0,6,21.4,37.7,False
92028,10394,LAX,First Officer,2024-06,40.1,100,40.1,11,0,3,20.6,26.4,False
92029,10396,LAX,Captain,2024-01,82.2,100,82.2,18,0,3,6.5,41.0,False
92030,10396,LAX,Captain,2024-02,101.9,100,101.9,17,2,6,12.6,77.8,False
92031,10396,LAX,Captain,2024-03,73.5,100,73.5,16,0,5,19.7,37.5,False
92032,10396,LAX,Captain,2024-04,45.3,100,45.3,8,0,5,4.9,25.9,False
92033,10396,LAX,Captain,2024-05,49.2,100,49.2,13,0,5,19.9,33.7,False
92034,10396,LAX,Captain,2024-06,67.4,100,67.4,13,0,4,8.3,37.6,False
92035,10397,LAX,Senior FA,2024-01,49.0,90,54.4,13,0,7,4.4,26.5,False
92036,10397,LAX,Senior FA,2024-02,94.5,90,105.0,20,2,5,17.1,83.4,False
92037,10397,LAX,Senior FA,2024-03,49.2,90,54.7,13,0,4,21.6,35.3,False
92038,10397,LAX,Senior FA,2024-04,78.6,90,87.3,15,2,6,16.0,72.6,False
92039,10397,LAX,Senior FA,2024-05,94.5,90,105.0,16,2,7,2.5,75.4,False
92040,10397,LAX,Senior FA,2024-06,65.0,90,72.2,16,0,6,0.7,37.1,True
92041,10398,LAX,First Officer,2024-01,105.0,100,105.0,16,1,3,14.4,72.1,False
92042,10398,LAX,First Officer,2024-02,57.0,100,57.0,15,0,3,21.6,34.1,False
92043,10398,LAX,First Officer,2024-03,103.9,100,103.9,19,2,3,14.6,80.8,False
92044,10398,LAX,First Officer,2024-04,77.1,100,77.1,13,0,5,15.2,39.4,False
92045,10398,LAX,First Officer,2024-05,41.6,100,41.6,8,0,5,10.8,18.0,False
92046,10398,LAX,First Officer,2024-06,105.0,100,105.0,17,0,6,16.9,59.6,False
92047,10399,LAX,Flight Attendant,2024-01,59.4,90,66.0,14,0,6,10.3,34.0,False
92048,10399,LAX,Flight Attendant,2024-02,62.6,90,69.6,12,0,5,13.3,34.5,False
92049,10399,LAX,Flight Attendant,2024-03,50.3,90,55.9,10,0,7,0.5,29.9,False
92050,10399,LAX,Flight Attendant,2024-04,94.5,90,105.0,20,1,5,16.0,73.3,False
92051,10399,LAX,Flight Attendant,2024-05,94.5,90,105.0,14,1,6,13.2,71.7,True
92052,10399,LAX,Flight Attendant,2024-06,80.8,90,89.8,23,0,7,7.7,41.9,False
92053,10400,LAX,First Officer,2024-01,76.3,100,76.3,11,0,6,18.3,49.7,False
92054,10400,LAX,First Officer,2024-02,59.0,100,59.0,15,0,4,12.0,28.8,False
92055,10400,LAX,First Officer,2024-03,56.7,100,56.7,15,0,5,20.1,33.5,True
92056,10400,LAX,First Officer,2024-04,74.8,100,74.8,11,0,6,9.9,43.9,False
92057,10400,LAX,First Officer,2024-05,68.0,100,68.0,10,0,3,5.2,38.9,False
92058,10400,LAX,First Officer,2024-06,61.1,100,61.1,10,0,6,23.7,39.0,False
92059,10401,LAX,Flight Attendant,2024-01,94.5,90,105.0,21,1,4,18.0,68.9,False
92060,10401,LAX,Flight Attendant,2024-02,65.3,90,72.6,16,0,4,22.7,41.4,False
92061,10401,LAX,Flight Attendant,2024-03,41.5,90,46.1,11,0,5,10.2,29.2,False
92062,10401,LAX,Flight Attendant,2024-04,51.4,90,57.1,14,0,4,9.7,25.9,False
92063,10401,LAX,Flight Attendant,2024-05,94.5,90,105.0,23,1,4,0.6,62.0,False
92064,10401,LAX,Flight Attendant,2024-06,94.5,90,105.0,18,0,5,19.0,57.6,False
92065,10402,LAX,Flight Attendant,2024-01,94.5,90,105.0,15,1,4,19.5,65.7,False
92066,10402,LAX,Flight Attendant,2024-02,94.5,90,105.0,23,1,5,3.6,65.6,False
92067,10402,LAX,Flight Attendant,2024-03,81.0,90,90.0,19,1,4,23.3,63.2,False
92068,10402,LAX,Flight Attendant,2024-04,72.1,90,80.1,15,0,6,10.1,43.9,False
92069,10402,LAX,Flight Attendant,2024-05,86.4,90,96.0,22,1,6,22.3,65.3,False
92070,10402,LAX,Flight Attendant,2024-06,94.5,90,105.0,17,0,7,16.4,55.5,False
92071,10403,LAX,Flight Attendant,2024-01,94.5,90,105.0,22,2,5,20.4,86.4,False
92072,10403,LAX,Flight Attendant,2024-02,94.5,90,105.0,18,2,5,18.3,82.0,True
92073,10403,LAX,Flight Attendant,2024-03,67.1,90,74.6,14,0,4,6.2,40.1,True
92074,10403,LAX,Flight Attendant,2024-04,66.3,90,73.7,11,0,6,20.3,39.1,False
92075,10403,LAX,Flight Attendant,2024-05,93.3,90,103.7,23,0,4,23.2,52.4,False
92076,10403,LAX,Flight Attendant,2024-06,48.3,90,53.7,10,0,4,0.9,30.2,False
92077,10404,LAX,First Officer,2024-01,73.0,100,73.0,15,0,4,14.7,41.4,False
92078,10404,LAX,First Officer,2024-02,105.0,100,105.0,19,0,6,1.8,47.8,False
92079,10404,LAX,First Officer,2024-03,45.3,100,45.3,9,0,6,6.7,20.7,False
92080,10404,LAX,First Officer,2024-04,89.8,100,89.8,18,1,5,8.1,67.7,False
92081,10404,LAX,First Officer,2024-05,43.9,100,43.9,10,0,4,16.0,28.3,False
92082,10404,LAX,First Officer,2024-06,63.8,100,63.8,10,0,6,4.4,36.2,False
92083,10405,LAX,Flight Attendant,2024-01,69.9,90,77.7,17,0,4,2.0,38.7,False
92084,10405,LAX,Flight Attendant,2024-02,48.6,90,54.0,10,0,6,5.4,29.0,False
92085,10405,LAX,Flight Attendant,2024-03,53.2,90,59.1,14,0,6,13.7,31.5,False
92086,10405,LAX,Flight Attendant,2024-04,94.5,90,105.0,21,1,6,1.0,65.4,False
92087,10405,LAX,Flight Attendant,2024-05,94.5,90,105.0,22,1,5,23.7,66.0,True
92088,10405,LAX,Flight Attendant,2024-06,69.7,90,77.4,18,0,5,4.2,40.8,True
92089,10406,LAX,First Officer,2024-01,101.3,100,101.3,19,2,3,15.4,77.8,False
92090,10406,LAX,First Officer,2024-02,105.0,100,105.0,16,2,4,17.3,81.1,False
92091,10406,LAX,First Officer,2024-03,47.0,100,47.0,8,0,3,14.2,21.6,False
92092,10406,LAX,First Officer,2024-04,61.1,100,61.1,10,0,5,15.6,35.5,False
92093,10406,LAX,First Officer,2024-05,74.4,100,74.4,19,0,3,3.6,33.0,False
92094,10406,LAX,First Officer,2024-06,50.3,100,50.3,10,0,5,17.7,28.0,False
92095,10407,LAX,Captain,2024-01,58.7,100,58.7,15,0,3,22.2,32.3,True
92096,10407,LAX,Captain,2024-02,75.1,100,75.1,13,0,6,18.3,44.1,True
92097,10407,LAX,Captain,2024-03,45.6,100,45.6,10,0,6,22.4,28.6,False
92098,10407,LAX,Captain,2024-04,98.2,100,98.2,15,1,5,3.0,58.3,False
92099,10407,LAX,Captain,2024-05,83.0,100,83.0,18,0,5,12.9,45.6,False
92100,10407,LAX,Captain,2024-06,72.8,100,72.8,12,0,4,5.7,40.4,False
92101,10408,LAX,Flight Attendant,2024-01,74.0,90,82.2,21,0,4,1.4,46.3,False
92102,10408,LAX,Flight Attendant,2024-02,94.5,90,105.0,17,2,4,21.4,78.0,False
92103,10408,LAX,Flight Attendant,2024-03,94.5,90,105.0,20,2,7,20.4,85.1,True
92104,10408,LAX,Flight Attendant,2024-04,94.5,90,105.0,17,1,4,19.7,71.0,False
92105,10408,LAX,Flight Attendant,2024-05,94.5,90,105.0,19,2,6,15.6,77.9,False
92106,10408,LAX,Flight Attendant,2024-06,93.2,90,103.6,15,2,7,9.7,77.9,False
92107,10409,LAX,Flight Attendant,2024-01,94.5,90,105.0,22,1,5,5.0,64.0,False
92108,10409,LAX,Flight Attendant,2024-02,94.5,90,105.0,19,0,7,23.0,53.7,False
92109,10409,LAX,Flight Attendant,2024-03,69.2,90,76.9,13,0,5,21.5,47.6,True
92110,10409,LAX,Flight Attendant,2024-04,94.5,90,105.0,23,1,6,23.0,72.5,False
92111,10409,LAX,Flight Attendant,2024-05,91.1,90,101.2,16,1,5,23.2,72.9,False
92112,10409,LAX,Flight Attendant,2024-06,94.5,90,105.0,18,0,6,22.5,58.6,False
92113,10410,LAX,Captain,2024-01,41.6,100,41.6,11,0,5,23.1,27.8,False
92114,10410,LAX,Captain,2024-02,34.1,100,34.1,9,0,6,2.9,19.9,False
92115,10410,LAX,Captain,2024-03,104.8,100,104.8,15,2,4,0.8,76.1,False
92116,10410,LAX,Captain,2024-04,49.8,100,49.8,9,0,4,22.5,30.5,False
92117,10410,LAX,Captain,2024-05,73.6,100,73.6,17,0,3,8.8,41.1,False
92118,10410,LAX,Captain,2024-06,68.0,100,68.0,14,0,4,13.9,45.1,False
92119,10411,LAX,Captain,2024-01,40.8,100,40.8,9,0,3,8.9,22.1,False
92120,10411,LAX,Captain,2024-02,68.9,100,68.9,15,0,4,10.0,35.0,True
92121,10411,LAX,Captain,2024-03,36.5,100,36.5,9,0,3,22.7,30.0,False
92122,10411,LAX,Captain,2024-04,47.7,100,47.7,12,0,6,11.1,32.8,True
92123,10411,LAX,Captain,2024-05,92.4,100,92.4,17,0,5,24.7,59.1,True
92124,10411,LAX,Captain,2024-06,83.0,100,83.0,13,0,5,15.3,43.3,False
92125,10412,LAX,First Officer,2024-01,46.9,100,46.9,12,0,3,22.4,29.7,True
92126,10412,LAX,First Officer,2024-02,53.5,100,53.5,11,0,3,21.5,30.3,False
92127,10412,LAX,First Officer,2024-03,54.8,100,54.8,13,0,3,7.3,30.1,False
92128,10412,LAX,First Officer,2024-04,54.3,100,54.3,12,0,4,24.0,32.8,True
92129,10412,LAX,First Officer,2024-05,41.3,100,41.3,8,0,5,17.3,24.8,False
92130,10412,LAX,First Officer,2024-06,93.1,100,93.1,18,1,3,6.3,56.4,False
92131,10413,LAX,Flight Attendant,2024-01,94.5,90,105.0,19,1,7,14.2,68.7,True
92132,10413,LAX,Flight Attendant,2024-02,55.3,90,61.4,12,0,7,4.2,33.4,False
92133,10413,LAX,Flight Attendant,2024-03,94.1,90,104.6,20,1,6,9.7,66.7,False
92134,10413,LAX,Flight Attendant,2024-04,64.3,90,71.4,11,0,4,10.5,38.6,False
92135,10413,LAX,Flight Attendant,2024-05,71.4,90,79.3,11,0,4,18.2,46.2,True
92136,10413,LAX,Flight Attendant,2024-06,67.5,90,75.0,12,0,7,1.2,35.9,False
92137,10414,LAX,Flight Attendant,2024-01,94.5,90,105.0,22,2,7,22.0,81.0,False
92138,10414,LAX,Flight Attendant,2024-02,75.5,90,83.9,16,0,6,22.9,46.5,False
92139,10414,LAX,Flight Attendant,2024-03,94.5,90,105.0,20,0,7,16.8,60.1,False
92140,10414,LAX,Flight Attendant,2024-04,66.0,90,73.3,18,0,6,12.9,40.6,False
92141,10414,LAX,Flight Attendant,2024-05,94.5,90,105.0,17,0,4,1.8,47.4,False
92142,10414,LAX,Flight Attendant,2024-06,94.5,90,105.0,22,0,4,7.9,53.8,False
92143,10415,LAX,Flight Attendant,2024-01,94.5,90,105.0,17,2,6,0.9,78.8,False
92144,10415,LAX,Flight Attendant,2024-02,69.2,90,76.9,16,0,6,10.5,40.5,False
92145,10415,LAX,Flight Attendant,2024-03,84.9,90,94.3,23,1,7,11.3,55.1,False
92146,10415,LAX,Flight Attendant,2024-04,80.1,90,89.0,14,1,7,0.2,58.5,False
92147,10415,LAX,Flight Attendant,2024-05,72.7,90,80.8,17,0,7,21.3,43.4,False
92148,10415,LAX,Flight Attendant,2024-06,94.5,90,105.0,22,0,7,23.7,56.0,False
92149,10416,LAX,Captain,2024-01,75.7,100,75.7,14,0,5,2.1,35.5,False
92150,10416,LAX,Captain,2024-02,60.1,100,60.1,13,0,4,0.2,29.7,False
92151,10416,LAX,Captain,2024-03,52.1,100,52.1,14,0,4,23.3,33.9,False
92152,10416,LAX,Captain,2024-04,44.4,100,44.4,12,0,4,18.0,24.1,False
92153,10416,LAX,Captain,2024-05,58.2,100,58.2,14,0,6,14.6,32.3,False
92154,10416,LAX,Captain,2024-06,53.1,100,53.1,14,0,3,1.6,32.7,False
92155,10417,LAX,Captain,2024-01,105.0,100,105.0,16,0,4,15.7,61.0,False
92156,10417,LAX,Captain,2024-02,67.6,100,67.6,18,0,3,23.2,38.0,False
92157,10417,LAX,Captain,2024-03,54.7,100,54.7,10,0,3,21.1,30.8,False
92158,10417,LAX,Captain,2024-04,59.7,100,59.7,11,0,5,19.0,32.4,False
92159,10417,LAX,Captain,2024-05,105.0,100,105.0,17,1,3,1.0,66.4,False
92160,10417,LAX,Captain,2024-06,55.9,100,55.9,12,0,5,2.0,28.1,True
92161,10418,LAX,Senior FA,2024-01,65.7,90,73.0,13,0,4,8.4,34.7,False
92162,10418,LAX,Senior FA,2024-02,71.2,90,79.1,19,0,7,8.0,43.2,False
92163,10418,LAX,Senior FA,2024-03,85.3,90,94.8,14,0,6,20.1,54.3,False
92164,10418,LAX,Senior FA,2024-04,94.5,90,105.0,22,1,4,19.8,65.3,False
92165,10418,LAX,Senior FA,2024-05,75.8,90,84.2,17,0,7,7.2,40.6,False
92166,10418,LAX,Senior FA,2024-06,76.0,90,84.4,20,0,5,11.7,46.9,False
92167,10419,LAX,First Officer,2024-01,90.4,100,90.4,19,2,5,1.8,68.8,False
92168,10419,LAX,First Officer,2024-02,49.4,100,49.4,11,0,6,8.2,25.6,False
92169,10419,LAX,First Officer,2024-03,76.8,100,76.8,12,0,6,6.4,38.2,False
92170,10419,LAX,First Officer,2024-04,64.7,100,64.7,13,0,5,5.0,34.8,False
92171,10419,LAX,First Officer,2024-05,105.0,100,105.0,18,0,6,7.7,52.2,True
92172,10419,LAX,First Officer,2024-06,76.5,100,76.5,18,0,4,6.0,39.9,False
92173,10420,LAX,Flight Attendant,2024-01,94.5,90,105.0,20,1,4,22.0,65.6,False
92174,10420,LAX,Flight Attendant,2024-02,84.2,90,93.6,18,1,4,1.6,58.5,False
92175,10420,LAX,Flight Attendant,2024-03,87.7,90,97.4,22,1,6,1.6,62.0,False
92176,10420,LAX,Flight Attendant,2024-04,94.5,90,105.0,17,1,4,3.0,65.0,False
92177,10420,LAX,Flight Attendant,2024-05,90.8,90,100.9,19,0,4,16.2,57.1,False
92178,10420,LAX,Flight Attendant,2024-06,80.2,90,89.1,15,1,4,18.3,60.0,False
92179,10421,LAX,Senior FA,2024-01,89.9,90,99.9,19,2,5,15.2,79.1,False
92180,10421,LAX,Senior FA,2024-02,94.5,90,105.0,17,0,7,24.3,60.6,False
92181,10421,LAX,Senior FA,2024-03,90.2,90,100.2,17,0,4,13.4,51.5,False
92182,10421,LAX,Senior FA,2024-04,94.5,90,105.0,21,2,4,11.0,81.9,True
92183,10421,LAX,Senior FA,2024-05,46.4,90,51.6,11,0,6,20.0,26.0,False
92184,10421,LAX,Senior FA,2024-06,94.5,90,105.0,22,0,7,24.5,57.8,False
92185,10422,LAX,Senior FA,2024-01,80.5,90,89.4,18,1,5,21.4,62.2,False
92186,10422,LAX,Senior FA,2024-02,94.5,90,105.0,20,2,4,19.9,81.7,True
92187,10422,LAX,Senior FA,2024-03,94.1,90,104.6,20,2,6,12.7,76.7,False
92188,10422,LAX,Senior FA,2024-04,67.4,90,74.9,15,0,6,13.0,41.1,False
92189,10422,LAX,Senior FA,2024-05,94.5,90,105.0,17,1,5,2.4,66.5,False
92190,10422,LAX,Senior FA,2024-06,94.5,90,105.0,14,1,7,13.0,69.9,False
92191,10423,LAX,Senior FA,2024-01,94.5,90,105.0,15,2,5,16.3,82.0,False
92192,10423,LAX,Senior FA,2024-02,82.1,90,91.2,19,1,7,12.4,57.2,False
92193,10423,LAX,Senior FA,2024-03,94.5,90,105.0,23,0,7,6.9,54.1,False
92194,10423,LAX,Senior FA,2024-04,94.5,90,105.0,23,0,7,16.8,52.9,False
92195,10423,LAX,Senior FA,2024-05,94.5,90,105.0,22,2,5,11.6,84.3,False
92196,10423,LAX,Senior FA,2024-06,87.1,90,96.8,14,1,6,4.8,61.9,False
92197,10424,LAX,Senior FA,2024-01,83.4,90,92.7,17,1,6,17.4,68.0,False
92198,10424,LAX,Senior FA,2024-02,66.7,90,74.1,12,0,5,18.0,44.3,False
92199,10424,LAX,Senior FA,2024-03,93.2,90,103.6,14,2,6,11.7,78.2,False
92200,10424,LAX,Senior FA,2024-04,94.5,90,105.0,20,0,5,7.2,53.5,False
92201,10424,LAX,Senior FA,2024-05,87.6,90,97.3,17,0,5,9.6,51.0,False
92202,10424,LAX,Senior FA,2024-06,41.5,90,46.1,10,0,5,6.0,29.3,False
92203,10425,LAX,First Officer,2024-01,87.2,100,87.2,13,2,6,0.0,68.0,True
92204,10425,LAX,First Officer,2024-02,52.3,100,52.3,11,0,6,1.7,26.2,False
92205,10425,LAX,First Officer,2024-03,50.8,100,50.8,8,0,3,8.2,26.2,True
92206,10425,LAX,First Officer,2024-04,58.6,100,58.6,11,0,3,12.8,31.8,False
92207,10425,LAX,First Officer,2024-05,50.0,100,50.0,9,0,4,19.9,36.3,False
92208,10425,LAX,First Officer,2024-06,105.0,100,105.0,19,1,5,1.1,62.5,False
92209,10426,LAX,Flight Attendant,2024-01,74.0,90,82.2,12,0,5,17.3,46.3,False
92210,10426,LAX,Flight Attendant,2024-02,49.6,90,55.1,12,0,4,4.3,32.2,False
92211,10426,LAX,Flight Attendant,2024-03,85.7,90,95.2,13,1,6,1.1,62.3,False
92212,10426,LAX,Flight Attendant,2024-04,40.8,90,45.3,10,0,4,15.7,27.6,False
92213,10426,LAX,Flight Attendant,2024-05,94.5,90,105.0,20,2,7,5.1,78.8,False
92214,10426,LAX,Flight Attendant,2024-06,94.5,90,105.0,18,0,4,18.4,57.8,False
92215,10428,LAX,Captain,2024-01,105.0,100,105.0,18,1,6,1.2,62.6,False
92216,10428,LAX,Captain,2024-02,61.5,100,61.5,13,0,6,15.8,35.2,False
92217,10428,LAX,Captain,2024-03,60.4,100,60.4,15,0,3,11.4,33.9,False
92218,10428,LAX,Captain,2024-04,56.4,100,56.4,10,0,4,23.6,36.3,False
92219,10428,LAX,Captain,2024-05,69.0,100,69.0,14,0,4,17.0,35.6,False
92220,10428,LAX,Captain,2024-06,39.3,100,39.3,8,0,6,8.3,20.0,False
92221,10429,LAX,Captain,2024-01,101.7,100,101.7,16,2,5,21.6,82.9,False
92222,10429,LAX,Captain,2024-02,46.7,100,46.7,13,0,6,6.2,23.0,False
92223,10429,LAX,Captain,2024-03,94.7,100,94.7,15,1,3,9.3,64.4,False
92224,10429,LAX,Captain,2024-04,62.3,100,62.3,9,0,4,16.8,31.5,False
92225,10429,LAX,Captain,2024-05,40.5,100,40.5,9,0,4,5.7,23.6,False
92226,10429,LAX,Captain,2024-06,38.2,100,38.2,9,0,4,9.4,18.8,False
92227,10430,LAX,Flight Attendant,2024-01,94.5,90,105.0,17,2,6,16.5,77.5,False
92228,10430,LAX,Flight Attendant,2024-02,94.5,90,105.0,16,0,4,5.7,50.8,False
92229,10430,LAX,Flight Attendant,2024-03,46.6,90,51.8,11,0,4,17.0,30.1,False
92230,10430,LAX,Flight Attendant,2024-04,52.7,90,58.6,11,0,4,3.7,31.0,False
92231,10430,LAX,Flight Attendant,2024-05,94.5,90,105.0,19,1,5,23.1,69.8,False
92232,10430,LAX,Flight Attendant,2024-06,81.2,90,90.2,13,2,7,23.3,76.8,False
92233,10432,LAX,First Officer,2024-01,72.2,100,72.2,11,0,6,23.7,43.9,False
92234,10432,LAX,First Officer,2024-02,39.5,100,39.5,9,0,6,2.3,18.6,False
92235,10432,LAX,First Officer,2024-03,53.8,100,53.8,14,0,3,10.1,26.1,False
92236,10432,LAX,First Officer,2024-04,61.2,100,61.2,10,0,5,15.9,28.4,False
92237,10432,LAX,First Officer,2024-05,97.9,100,97.9,16,2,4,10.4,74.6,True
92238,10432,LAX,First Officer,2024-06,49.7,100,49.7,8,0,5,22.1,26.5,False
92239,10434,LAX,Senior FA,2024-01,94.5,90,105.0,20,1,4,17.8,64.0,False
92240,10434,LAX,Senior FA,2024-02,94.5,90,105.0,22,1,4,18.3,69.7,False
92241,10434,LAX,Senior FA,2024-03,65.1,90,72.3,14,0,5,5.1,34.6,False
92242,10434,LAX,Senior FA,2024-04,62.7,90,69.7,11,0,5,22.7,40.1,False
92243,10434,LAX,Senior FA,2024-05,60.3,90,67.0,11,0,6,0.2,32.4,False
92244,10434,LAX,Senior FA,2024-06,94.5,90,105.0,19,2,6,16.9,83.7,False
92245,10435,LAX,Flight Attendant,2024-01,92.0,90,102.2,14,2,6,22.8,79.2,True
92246,10435,LAX,Flight Attendant,2024-02,94.5,90,105.0,21,1,5,22.5,68.8,False
92247,10435,LAX,Flight Attendant,2024-03,49.4,90,54.9,11,0,6,16.1,29.1,False
92248,10435,LAX,Flight Attendant,2024-04,44.3,90,49.2,11,0,5,14.7,27.4,False
92249,10435,LAX,Flight Attendant,2024-05,40.6,90,45.1,11,0,4,17.3,25.8,True
92250,10435,LAX,Flight Attendant,2024-06,79.4,90,88.2,12,0,6,17.4,44.7,False
92251,10436,LAX,First Officer,2024-01,45.6,100,45.6,8,0,3,19.6,26.4,False
92252,10436,LAX,First Officer,2024-02,105.0,100,105.0,17,0,4,23.7,60.5,False
92253,10436,LAX,First Officer,2024-03,57.4,100,57.4,12,0,4,9.1,29.3,False
92254,10436,LAX,First Officer,2024-04,86.7,100,86.7,16,1,3,1.5,52.5,False
92255,10436,LAX,First Officer,2024-05,48.1,100,48.1,11,0,6,1.6,25.4,False
92256,10436,LAX,First Officer,2024-06,71.9,100,71.9,11,0,5,10.3,39.4,False
92257,10437,LAX,Flight Attendant,2024-01,57.7,90,64.1,11,0,4,7.3,35.4,False
92258,10437,LAX,Flight Attendant,2024-02,48.0,90,53.3,10,0,7,16.2,31.5,True
92259,10437,LAX,Flight Attendant,2024-03,94.5,90,105.0,17,1,5,19.7,73.2,False
92260,10437,LAX,Flight Attendant,2024-04,94.5,90,105.0,21,1,6,20.7,67.8,False
